Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_33yxsdj6EpaNU7o,Farm 1,19.3782959,-99.16210175,Permanent,Yes,14,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3HtVtBZfsLTkoYO,Farm 1,46.33270264,6.901702881,Permanent,Yes,42,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,No,Agree nor disagree,1
R_1oI6kcPMrEyn4eM,Farm 1,19.43539429,-99.1427002,Seasonal OR temporary,Yes,7,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_BApROaOoApfVqBb,Farm 1,19.3782959,-99.16210175,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_bkI97T2tvvtnOtH,Farm 1,19.30279541,-98.26059723,Permanent,Yes,12,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Don't know,Strongly agree,0
R_798MZLM60U69gpb,Farm 1,19.43539429,-99.1427002,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tyutnfhXbqJzHg,Farm 1,19.43539429,-99.1427002,Permanent,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1HerQvzgnxd6ybV,Farm 1,19.32299805,-98.22409821,Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,Refused,Strongly disagree,Don't know,Agree nor disagree,1
R_2EmKjFfetjptUGe,Farm 1,19.3782959,-99.16210175,Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3qEywXXYSVcJKeg,Farm 1,19.43539429,-99.1427002,Permanent,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2SwuehLDrVgW6Gn,Farm 1,19.43539429,-99.1427002,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2rZNcxM8FHIUgwS,Farm 1,19.30279541,-98.26059723,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Agree nor disagree,1
R_78LkSBuNsodS2Z3,Farm 1,46.33270264,6.901702881,Permanent,No,24,Somewhat Satisfied,No,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_1kM23e7THzeHihL,Farm 1,19.43539429,-99.1427002,Permanent,Yes,8,Very satisfied,Yes,Yes,Neither good or bad,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2qDADBLWMVe6ro0,Farm 1,19.32299805,-98.22409821,Seasonal OR temporary,Yes,23,Very satisfied,Yes,No,Very good,Strongly agree,Yes,Strongly Agree,Yes,Refused,1
R_1dczTEUX5awP6g4,Farm 1,19.30279541,-98.26059723,Seasonal OR temporary,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_R3xvAjNtJ3yexsl,Farm 1,19.3782959,-99.16210175,Permanent,Yes,27,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_30isOmiW6uxmyK8,Farm 1,46.33270264,6.901702881,Permanent,Yes,35,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3PyI1oJ0cknwcsS,Farm 1,19.43539429,-99.1427002,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_WkeRUJiJm9aEkwx,Farm 1,19.30279541,-98.26059723,Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_A1LtjjeVmi4iUh3,Farm 1,46.33270264,6.901702881,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1PcPF1wf7XOaz43,Farm 1,19.30279541,-98.26059723,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3PRCQFEjnNloJok,Farm 1,46.33270264,6.901702881,Permanent,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Jen2HsU9b16P5P,Farm 1,19.43539429,-99.1427002,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3n7d8O9jhmGrSyO,Farm 1,19.43539429,-99.1427002,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_29hKHWAot2uwVEd,Farm 1,19.3782959,-99.16210175,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_uqg3Xj0QRBOEVJD,Farm 1,46.33270264,6.901702881,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_VPTCwh8LUxLHehz,Farm 1,19.30279541,-98.26059723,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Rw4V7P6K5b22tJ,Farm 1,19.32299805,-98.22409821,Permanent,Yes,44,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2YtFfpB8BUCztlB,Farm 1,19.3782959,-99.16210175,Permanent,No,132,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Qn8X5jezS5qCjG,Farm 1,46.33270264,6.901702881,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Don't know,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_vrE4THOejzXVAYh,Farm 1,19.43539429,-99.1427002,Don't know,Don't know,24,Somewhat dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Don't know,Somewhat agree,0
R_3dH88hSuAqxEvs0,Farm 1,19.30279541,-98.26059723,Permanent,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_OptH8DFIFXGQRA5,Farm 1,19.3782959,-99.16210175,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_3h9mhHnWssLr9Jp,Farm 1,46.33270264,6.901702881,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fZ7y6dDgyKIPfG,Farm 1,19.30279541,-98.26059723,Permanent,Yes,54,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_1plB7jz8v4OxjVE,Farm 1,19.32299805,-98.22409821,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Somewhat disagree,0
R_27kxpXZfi0acfHf,Farm 1,19.3782959,-99.16210175,Permanent,No,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1DI3CpbQD8EFYZ5,Farm 1,46.33270264,6.901702881,Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_cuc2Zdp0iJP4N33,Farm 1,19.43539429,-99.1427002,Permanent,Yes,8,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,1
R_2q2g49bBUWZMH5V,Farm 1,19.30279541,-98.26059723,Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2fqVDMQnbdeHPTq,Farm 1,19.3782959,-99.16210175,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3O2KipgUUrzqM4b,Farm 1,19.43539429,-99.1427002,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_iURIYmjiEXnra7D,Farm 2,20.686116,-99.988417,Permanent,Yes,27,Neither satisfied nor dissatisfied,No,No,Very bad,Strongly disagree,No,Strongly disagree,Yes,Strongly disagree,0
R_gJUNyoOkh8UJ1xS,Farm 2,20.65890503,-100.4164963,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jajgRSqXq8pXo11,Farm 2,20.65890503,-100.4164963,Permanent,Yes,9,Somewhat Satisfied,Yes,No,Somewhat bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_6ABFmYJgdAGkayy,Farm 2,20.65890503,-100.4164963,Permanent,Yes,5,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,No,Somewhat agree,1
R_ndma0hljJi8Tonf,Farm 2,20.65890503,-100.4164963,Seasonal OR temporary,Yes,48,Somewhat dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Don't know,Strongly agree,0
R_1CikL5RCkMZSrVF,Farm 2,20.65890503,-100.4164963,Permanent,Yes,59,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_hY16MFmcGU5TPFy,Farm 2,20.65890503,-100.4164963,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_kkwxirUsPO2ZJbt,Farm 2,20.65890503,-100.4164963,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_nlzCxGJ9Qf6DWu4,Farm 2,20.65890503,-100.4164963,Permanent,Yes,112,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Refused,Strongly disagree,0
R_cgSroznGyG3DRiG,Farm 2,20.687055,-99.988743,Permanent,Yes,96,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_d57TK5sAhLyVJL5,Farm 2,20.68695,-99.988649,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Somewhat disagree,1
R_62arKkQbXOYHMtj,Farm 2,20.686959,-99.988614,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly agree,1
R_jgTsJlS9G7gIYnK,Farm 2,20.686899,-99.98862,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_kEQ3OoJLaegNotR,Farm 2,20.686915,-99.988586,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Strongly disagree,Yes,Strongly disagree,1
R_jNsoxc1sNnbkDiz,Farm 2,20.65890503,-100.4164963,Permanent,Yes,42,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8QPsrABemGZaym7,Farm 2,20.686964,-99.988697,Permanent,Yes,19,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_iq2EfuzGceQhggj,Farm 2,20.65890503,-100.4164963,Permanent,Yes,17,Somewhat Satisfied,Yes,Don't know,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_n61oL4Pfvl4FF9U,Farm 2,20.686907,-99.988624,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Somewhat agree,1
R_2Sh6LCbPLlu4ARS,Farm 2,20.686839,-99.988654,Permanent,Don't know,120,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_kpEwx1EK2weGiHQ,Farm 2,20.685088,-99.98724,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_3J5TJEdQvaOJkeW,Farm 2,20.65890503,-100.4164963,Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_htcFg1t1jrfCfqc,Farm 2,20.685541,-99.986837,Permanent,Don't know,168,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Somewhat disagree,0
R_h5Bp24xge94wptH,Farm 2,20.65890503,-100.4164963,Permanent,No,7,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2vmDuTkCZayc7iM,Farm 2,20.65890503,-100.4164963,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eia3dxrL8YX6AUp,Farm 2,20.685865,-99.9867,Permanent,Yes,8,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,No,Agree nor disagree,No,Strongly disagree,1
R_oUxBmP4yumVq8fM,Farm 2,20.685904,-99.986718,Permanent,Yes,16,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Don't know,Somewhat agree,0
R_kl1Dg6kmgs0qg9C,Farm 2,20.65890503,-100.4164963,Permanent,Don't know,12,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Strongly agree,0
R_5RoC2Z6adYOfxOB,Farm 2,20.685818,-99.986762,Permanent,Yes,13,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_19NYhMFxIO3dOok,Farm 2,20.685862,-99.98674,Permanent,No,42,Somewhat Satisfied,No,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_oURxM1KgUAGvnXf,Farm 2,20.5973053,-99.90219879,Permanent,Don't know,3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_mT8zkPEtfWE2tTZ,Farm 2,20.5973053,-99.90219879,Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_iNdVKL33uuZ4AAx,Farm 2,20.686085,-99.988656,Seasonal OR temporary,Yes,0,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,1
R_ca49rP2fbFDimKF,Farm 2,20.5973053,-99.90219879,Permanent,Yes,108,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Agree nor disagree,0
R_ggfZPdyHpMgycYk,Farm 2,20.5973053,-99.90219879,Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_49kyWWUw9Pv92g8,Farm 2,20.68582,-99.989253,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_0ftHVC4Nx0Ml6yu,Farm 2,20.5973053,-99.90219879,Seasonal OR temporary,Yes,9,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8Q1RlEP3a4kN85q,Farm 2,20.685716,-99.989122,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_od85tTANifge3vf,Farm 2,20.686802,-99.989587,Permanent,Yes,10,Very satisfied,No,Yes,Very good,Somewhat agree,No,Somewhat disagree,Yes,Strongly agree,1
R_f2KDiW2MEATUdwr,Farm 2,20.5973053,-99.90219879,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fd6zyMR3KqvwxNz,Farm 2,20.686733,-99.989501,Permanent,Yes,11,Very satisfied,Don't know,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_erRhQ20kqQ7wicn,Farm 2,20.686744,-99.989548,Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_9b531ARyi0IUSHN,Farm 2,20.686723,-99.989543,Permanent,Yes,13,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Agree nor disagree,Don't know,Strongly disagree,1
R_op4rHu1tpw3OEDt,Farm 2,20.686825,-99.989405,Permanent,Yes,8,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jRwlKnJiUJI42Sc,Farm 2,20.686853,-99.989437,Permanent,Yes,109,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jAGr3IKPXZwelIA,Farm 2,20.686787,-99.989461,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CiSnwKf8LsTtN2,Farm 2,20.686752,-99.989501,Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_g6HJjJoKFdF8d2u,Farm 2,20.686786,-99.989511,Permanent,Yes,4,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2lXm0fuPhfhqdqB,Farm 2,20.685395,-99.985216,Permanent,Yes,17,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_iBYbWXPdRaKV4mF,Farm 2,20.5973053,-99.90219879,Permanent,Yes,204,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_4cd3h0P0oStafHq,Farm 2,20.5973053,-99.90219879,Permanent,Yes,11,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_iuOuTYsLrijn6BK,Farm 2,20.5973053,-99.90219879,Permanent,Yes,84,Very satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat disagree,Yes,Somewhat agree,1
R_3cdzqMO60AooFum,Farm 2,20.5973053,-99.90219879,Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_gV5v7jjJwzV1fsC,Farm 2,20.5973053,-99.90219879,Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_lJVSSj9RY0c2ANC,Farm 2,20.684575,-99.985736,Permanent,Yes,35,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly disagree,Yes,Strongly Agree,Yes,Somewhat agree,0
R_ocrfRK726f41Y8r,Farm 2,20.684604,-99.985756,Permanent,Yes,161,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_ayO0RTpT1wPZAJi,Farm 2,20.684517,-99.985843,Permanent,Yes,14,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly disagree,Yes,Strongly disagree,No,Strongly agree,1
R_37Jn0NWtIx891Z3,Farm 2,20.68505,-99.985388,Permanent,Yes,39,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jraJR89kUtXENiO,Farm 2,20.5973053,-99.90219879,Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,1
R_9s4W3iuYSD7KXqR,Farm 2,20.686001,-99.989339,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ocwzvCEkhJlobqq,Farm 2,20.685945,-99.989378,Permanent,Yes,2,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,No,Strongly agree,1
R_5mOgZ9gRMrcVlnA,Farm 2,20.5973053,-99.90219879,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,No,Agree nor disagree,1
R_daf8Wid3lQ56TyO,Farm 2,20.685986,-99.988615,Permanent,No,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_fQkm8oknCiSGZkh,Farm 2,20.68605,-99.988656,Permanent,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,1
R_hHomCg8ZVae8xAu,Farm 2,20.5973053,-99.90219879,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_mfXpBbi8AYKTarU,Farm 2,20.686723,-99.989586,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_6KEVEHyA1l14n6v,Farm 2,20.685868,-99.98918,Permanent,Yes,60,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Somewhat disagree,1
R_knvkteAcOcfyyp3,Farm 2,20.686171,-99.988309,Permanent,Don't know,13,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_3TmO0LoA4jJLk45,Farm 2,20.5973053,-99.90219879,Permanent,Yes,84,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,1
R_0yHgnYXAmYoyUwQ,Farm 2,20.685291,-99.987128,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_bsgiLebJpWn8hYq,Farm 2,20.5973053,-99.90219879,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Somewhat disagree,0
R_7Jz3RLy51D2cdsJ,Farm 2,20.5973053,-99.90219879,Seasonal OR temporary,Yes,252,Somewhat Satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_mDh7lFMkzyzOWZC,Farm 2,20.5973053,-99.90219879,Permanent,Yes,156,Very satisfied,Refused,No,Somewhat good,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,0
R_ac8EvlgASCDTNBq,Farm 2,20.685823,-99.986791,Permanent,Don't know,8,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_bSdutQwI7QhIvo8,Farm 2,20.68572,-99.986732,Permanent,No,9,Very satisfied,No,No,Somewhat good,Strongly disagree,No,Somewhat agree,Don't know,Somewhat agree,1
R_hR1cJUK3pDrTryp,Farm 2,20.685831,-99.986739,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_lIxfRCX3mfEh6lT,Farm 2,20.686756,-99.989629,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1uVmAZoyp6AdO3T,Farm 2,20.686812,-99.989647,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2JoV809PBYsYn8w,Farm 2,20.686818,-99.989601,Permanent,Yes,20,Very satisfied,Don't know,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_k7EfNAEXF0p4RC5,Farm 2,20.65890503,-100.4164963,Permanent,Yes,221,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_3XlgXXCxBVDDLpZ,Farm 2,20.686709,-99.989586,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_hsnxNJ50BrqhL93,Farm 2,20.686761,-99.989552,Permanent,Yes,67,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_mb5Hy8EBnGLBkqi,Farm 2,20.686769,-99.989529,Permanent,Yes,144,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_o20Qqsqh5FwYApN,Farm 2,20.686812,-99.989506,Permanent,Yes,18,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_0htEXWgtDdCzpsT,Farm 2,20.65890503,-100.4164963,Permanent,Yes,12,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2NHeHDlQwgLsQXc,Farm 2,20.684148,-99.987975,Seasonal OR temporary,Yes,3,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_7A930ylQV0E8nIa,Farm 2,20.65890503,-100.4164963,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_iBoC6IJRaTA06rh,Farm 2,20.65890503,-100.4164963,Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fwG5NV1vdUkTsAF,Farm 2,20.65890503,-100.4164963,Permanent,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_dLumoHSOT8FRXa7,Farm 2,20.685125,-99.987291,Permanent,Yes,90,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
