Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 2,R_NWsXPxRYLgaHyN3,Farm 1,Man,0,23,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,9,9,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly agree,4,Yes,Never sustained an injury while at this job,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_xEqDNOLiEXbjbHz,Farm 1,Woman,1,42,Middle School,Middle School,Permanent,1,Yes,0,1,10,22,Very satisfied,4,Yes,No,Very good,4,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1rHQPbnkRZ2YmCu,Farm 1,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,0,9,9,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Agree nor disagree,2,Promoter
Survey 2,R_brrjwQK6gUoj9i9,Farm 1,Man,0,23,High School,High School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_Ahtd32nJFpk07uN,Farm 1,Man,0,52,Elementary School,Elementary School,Permanent,1,Yes,0,6,0,72,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_DJlarxyehOlSwyl,Farm 1,Woman,1,32,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,0,12,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1guTwTsg9llcClH,Farm 1,Man,0,24,Middle School,Middle School,Permanent,1,Don't know,Don't know,2,0,24,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_Zk4TG36ArjqpK25,Farm 1,Man,0,35,Middle School,Middle School,Permanent,1,No,1,11,0,132,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_1gpSJIOfHPYySST,Farm 1,Man,0,27,Middle School,Middle School,Permanent,1,Yes,0,9,1,109,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_bkYsu6oNOZVoc8x,Farm 1,Man,0,47,Elementary School,Elementary School,Permanent,1,Yes,0,4,0,48,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Somewhat agree,3,Yes,Somewhat disagree,1,Neutral
Survey 2,R_AaDYWxdX0FWnIPv,Farm 1,Woman,1,24,Middle School,Middle School,Permanent,1,Yes,0,0,8,8,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1OjfTkFvcNhNpiQ,Farm 1,Woman,1,26,Middle School,Middle School,Permanent,1,Yes,0,3,10,46,Very satisfied,4,Yes,Don't know,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1d05Xc1FDHIW0BT,Farm 1,Woman,1,31,Elementary School,Elementary School,Seasonal OR temporary,1,Yes,0,0,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3JlxDHmZVDhmKwZ,Farm 1,Man,0,37,Middle School,Middle School,Permanent,1,Yes,0,14,3,171,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Yes,Strongly disagree,0,Neutral
Survey 2,R_2XhpIpEDlY0bndU,Farm 1,Woman,1,24,Middle School,Middle School,Permanent,1,Yes,0,2,0,24,Neither satisfied nor dissatisfied,2,No,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,No,Strongly disagree,0,Demoter
Survey 2,R_9ylDxTVmcZIfSwN,Farm 1,Woman,1,26,Middle School,Middle School,Permanent,1,Yes,0,6,0,72,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1PbeaO2DUsC2gXY,Farm 1,Man,0,19,High School,High School,Permanent,1,Yes,0,0,7,7,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_3nVmbM2bazwda6W,Farm 1,Woman,1,30,Middle School,Middle School,Permanent,1,Yes,0,2,0,24,Very satisfied,4,Yes,Don't know,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_2tAnxopGDzWqZN3,Farm 1,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,0,9,9,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_3IaFjsHyvK47hQp,Farm 1,Man,0,19,High School,High School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_272LMthElD6XJm5,Farm 1,Man,0,45,Middle School,Middle School,Permanent,1,Yes,0,3,10,46,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_1eKvDAoH0du6QlR,Farm 1,Man,0,22,High School,High School,Seasonal OR temporary,1,Yes,0,0,7,7,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1OH2LKMBjT174wL,Farm 1,Man,0,19,Middle School,Middle School,Permanent,1,Yes,0,0,4,4,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_2QEAsNfoRePxbMm,Farm 1,Man,0,22,Middle School,Middle School,Permanent,1,Yes,0,0,3,3,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,Yes,Never sustained an injury while at this job,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_31dvQnI6T08vM7X,Farm 1,Man,0,23,No school,No school,Seasonal OR temporary,1,No,1,0,9,9,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_23VNnmLlAamKKoR,Farm 1,Woman,1,40,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,2,2,Very satisfied,4,Yes,No,Very good,4,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_2v7ZCokgLGRbTNC,Farm 1,Man,0,30,Elementary School,Elementary School,Permanent,1,Yes,0,0,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_22YpQ01zU3O2t3b,Farm 1,Man,0,40,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,10,0,120,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_2UbBpsSwCqt9hM7,Farm 1,Man,0,38,Elementary School,Elementary School,Permanent,1,Yes,0,9,1,109,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Demoter
Survey 2,R_xnK7X3DNA7LH3ln,Farm 1,Man,0,30,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1rCuTSORNIkKljV,Farm 1,Man,0,26,Elementary School,Elementary School,Permanent,1,Yes,0,5,0,60,Very satisfied,4,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_3suXcqzqZCGpbiK,Farm 1,Man,0,37,Middle School,Middle School,Permanent,1,Yes,0,4,0,48,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_27HA1jq1rR7Jylq,Farm 1,Man,0,35,Middle School,Middle School,Permanent,1,Yes,0,7,0,84,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_1gnl3OukVsdp36N,Farm 1,Man,0,25,High School,High School,Seasonal OR temporary,1,Yes,0,0,1,1,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_2fHttf8kbtVfJa8,Farm 1,Woman,1,37,Elementary School,Elementary School,Permanent,1,Yes,0,10,1,121,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_33yxsdj6EpaNU7o,Farm 1,Man,0,49,Elementary School,Elementary School,Permanent,1,Yes,0,1,2,14,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3HtVtBZfsLTkoYO,Farm 1,Woman,1,23,High School,High School,Permanent,1,Yes,0,3,6,42,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Agree nor disagree,2,Yes,2 occasions,Strongly Agree,4,No,Agree nor disagree,2,Neutral
Survey 2,R_1oI6kcPMrEyn4eM,Farm 1,Man,0,53,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,7,7,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_BApROaOoApfVqBb,Farm 1,Woman,1,27,Middle School,Middle School,Permanent,1,Yes,0,1,6,18,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_bkI97T2tvvtnOtH,Farm 1,Woman,1,19,High School,High School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Don't know,Strongly agree,4,Demoter
Survey 2,R_798MZLM60U69gpb,Farm 1,Man,0,38,High School,High School,Permanent,1,Yes,0,10,0,120,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_2tyutnfhXbqJzHg,Farm 1,Man,0,23,College degree or higher,College degree or higher,Permanent,1,Yes,0,0,6,6,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1HerQvzgnxd6ybV,Farm 1,Woman,1,26,High School,High School,Permanent,1,Yes,0,0,6,6,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly agree,4,Refused,,Strongly disagree,0,Don't know,Agree nor disagree,2,Promoter 
Survey 2,R_2EmKjFfetjptUGe,Farm 1,Man,0,24,High School,High School,Permanent,1,Yes,0,0,7,7,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3qEywXXYSVcJKeg,Farm 1,Man,0,32,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_2SwuehLDrVgW6Gn,Farm 1,Woman,1,19,High School,High School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_2rZNcxM8FHIUgwS,Farm 1,Woman,1,24,High School,High School,Seasonal OR temporary,1,Yes,0,0,2,2,Very satisfied,4,Yes,No,Neither good or bad,2,Agree nor disagree,2,No,,Somewhat agree,3,Yes,Agree nor disagree,2,Neutral
Survey 2,R_78LkSBuNsodS2Z3,Farm 1,Man,0,20,High School,High School,Permanent,1,No,1,2,0,24,Somewhat Satisfied,3,No,No,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_1kM23e7THzeHihL,Farm 1,Woman,1,20,High School,High School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Yes,Neither good or bad,2,Somewhat agree,3,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_2qDADBLWMVe6ro0,Farm 1,Man,0,26,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,11,23,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_1dczTEUX5awP6g4,Farm 1,Woman,1,24,High School,High School,Seasonal OR temporary,1,Yes,0,0,6,6,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Demoter
Survey 2,R_R3xvAjNtJ3yexsl,Farm 1,Man,0,29,College degree or higher,College degree or higher,Permanent,1,Yes,0,2,3,27,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_30isOmiW6uxmyK8,Farm 1,Woman,1,23,High School,High School,Permanent,1,Yes,0,2,11,35,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_3PyI1oJ0cknwcsS,Farm 1,Man,0,39,Middle School,Middle School,Permanent,1,Yes,0,4,0,48,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_WkeRUJiJm9aEkwx,Farm 1,Woman,1,23,Middle School,Middle School,Permanent,1,Yes,0,0,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_A1LtjjeVmi4iUh3,Farm 1,Man,0,18,High School,High School,Seasonal OR temporary,1,Yes,0,0,2,2,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1PcPF1wf7XOaz43,Farm 1,Woman,1,27,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,1,1,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_3PRCQFEjnNloJok,Farm 1,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,0,8,8,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3Jen2HsU9b16P5P,Farm 1,Woman,1,38,Middle School,Middle School,Permanent,1,Yes,0,5,0,60,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_3n7d8O9jhmGrSyO,Farm 1,Woman,1,34,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_29hKHWAot2uwVEd,Farm 1,Man,0,42,Middle School,Middle School,Permanent,1,Yes,0,5,0,60,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_uqg3Xj0QRBOEVJD,Farm 1,Man,0,33,College degree or higher,College degree or higher,Permanent,1,Yes,0,0,1,1,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_VPTCwh8LUxLHehz,Farm 1,Man,0,24,No school,No school,Seasonal OR temporary,1,Yes,0,0,0,0,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3Rw4V7P6K5b22tJ,Farm 1,Woman,1,58,Elementary School,Elementary School,Permanent,1,Yes,0,3,8,44,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_2YtFfpB8BUCztlB,Farm 1,Woman,1,42,Elementary School,Elementary School,Permanent,1,No,1,11,0,132,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_2Qn8X5jezS5qCjG,Farm 1,Man,0,23,High School,High School,Seasonal OR temporary,1,Yes,0,0,2,2,Somewhat Satisfied,3,Don't know,Yes,Somewhat good,3,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_vrE4THOejzXVAYh,Farm 1,Man,0,22,Middle School,Middle School,Don't know,Don't know,Don't know,Don't know,2,0,24,Somewhat dissatisfied,1,No,No,Neither good or bad,2,Agree nor disagree,2,No,,Agree nor disagree,2,Don't know,Somewhat agree,3,Demoter
Survey 2,R_3dH88hSuAqxEvs0,Farm 1,Woman,1,29,Middle School,Middle School,Permanent,1,Yes,0,0,2,2,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_OptH8DFIFXGQRA5,Farm 1,Woman,1,33,Middle School,Middle School,Permanent,1,Yes,0,2,0,24,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_3h9mhHnWssLr9Jp,Farm 1,Man,0,28,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,1,1,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_3fZ7y6dDgyKIPfG,Farm 1,Man,0,39,Elementary School,Elementary School,Permanent,1,Yes,0,4,6,54,Neither satisfied nor dissatisfied,2,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Neutral
Survey 2,R_1plB7jz8v4OxjVE,Farm 1,Woman,1,24,College degree or higher,College degree or higher,Seasonal OR temporary,1,Yes,0,0,1,1,Somewhat Satisfied,3,Don't know,No,Somewhat good,3,Strongly agree,4,No,,Somewhat agree,3,Yes,Somewhat disagree,1,Demoter
Survey 2,R_27kxpXZfi0acfHf,Farm 1,Man,0,20,High School,High School,Permanent,1,No,1,0,9,9,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1DI3CpbQD8EFYZ5,Farm 1,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,0,1,1,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_cuc2Zdp0iJP4N33,Farm 1,Woman,1,23,Middle School,Middle School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,No,Strongly disagree,0,Promoter
Survey 2,R_2q2g49bBUWZMH5V,Farm 1,Man,0,31,High School,High School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_2fqVDMQnbdeHPTq,Farm 1,Man,0,21,High School,High School,Seasonal OR temporary,1,Yes,0,0,3,3,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_3O2KipgUUrzqM4b,Farm 1,Woman,1,25,College degree or higher,College degree or higher,Seasonal OR temporary,1,Yes,0,0,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_iURIYmjiEXnra7D,Farm 2,Woman,1,37,Elementary School,Elementary School,Permanent,1,Yes,0,2,3,27,Neither satisfied nor dissatisfied,2,No,No,Very bad,1,Strongly disagree,0,No,,Strongly disagree,0,Yes,Strongly disagree,0,Demoter
Survey 2,R_gJUNyoOkh8UJ1xS,Farm 2,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,0,5,5,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_jajgRSqXq8pXo11,Farm 2,Man,0,34,Middle School,Middle School,Permanent,1,Yes,0,0,9,9,Somewhat Satisfied,3,Yes,No,Somewhat bad,1,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_6ABFmYJgdAGkayy,Farm 2,Man,0,42,High School,High School,Permanent,1,Yes,0,0,5,5,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Somewhat disagree,1,No,Somewhat agree,3,Neutral
Survey 2,R_ndma0hljJi8Tonf,Farm 2,Man,0,39,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,4,0,48,Somewhat dissatisfied,1,No,No,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Don't know,Strongly agree,4,Demoter
Survey 2,R_1CikL5RCkMZSrVF,Farm 2,Man,0,49,Elementary School,Elementary School,Permanent,1,Yes,0,4,11,59,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_hY16MFmcGU5TPFy,Farm 2,Man,0,30,Middle School,Middle School,Permanent,1,Yes,0,3,0,36,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_kkwxirUsPO2ZJbt,Farm 2,Man,0,21,High School,High School,Seasonal OR temporary,1,Yes,0,0,5,5,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_nlzCxGJ9Qf6DWu4,Farm 2,Man,0,43,Elementary School,Elementary School,Permanent,1,Yes,0,9,4,112,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Refused,Strongly disagree,0,Demoter
Survey 2,R_cgSroznGyG3DRiG,Farm 2,Woman,1,24,Elementary School,Elementary School,Permanent,1,Yes,0,8,0,96,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter
Survey 2,R_d57TK5sAhLyVJL5,Farm 2,Woman,1,35,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Don't know,Somewhat disagree,1,Promoter 
Survey 2,R_62arKkQbXOYHMtj,Farm 2,Man,0,27,Elementary School,Elementary School,Permanent,1,Yes,0,0,3,3,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter 
Survey 2,R_jgTsJlS9G7gIYnK,Farm 2,Man,0,29,Elementary School,Elementary School,Permanent,1,Yes,0,2,0,24,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_kEQ3OoJLaegNotR,Farm 2,Man,0,22,Middle School,Middle School,Permanent,1,Yes,0,2,0,24,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Agree nor disagree,2,No,,Strongly disagree,0,Yes,Strongly disagree,0,Demoter
Survey 2,R_jNsoxc1sNnbkDiz,Farm 2,Man,0,56,Elementary School,Elementary School,Permanent,1,Yes,0,3,6,42,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_8QPsrABemGZaym7,Farm 2,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,1,7,19,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Neutral
Survey 2,R_iq2EfuzGceQhggj,Farm 2,Man,0,42,Elementary School,Elementary School,Permanent,1,Yes,0,1,5,17,Somewhat Satisfied,3,Yes,Don't know,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_n61oL4Pfvl4FF9U,Farm 2,Man,0,38,Elementary School,Elementary School,Permanent,1,Yes,0,6,0,72,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,Strongly disagree,0,Yes,Somewhat agree,3,Neutral
Survey 2,R_2Sh6LCbPLlu4ARS,Farm 2,Woman,1,39,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,10,0,120,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_kpEwx1EK2weGiHQ,Farm 2,Man,0,41,Middle School,Middle School,Permanent,1,Yes,0,0,1,1,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Agree nor disagree,2,Yes,Somewhat disagree,1,Promoter 
Survey 2,R_3J5TJEdQvaOJkeW,Farm 2,Woman,1,23,Elementary School,Elementary School,Permanent,1,Yes,0,0,2,2,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter 
Survey 2,R_htcFg1t1jrfCfqc,Farm 2,Woman,1,41,No school,No school,Permanent,1,Don't know,Don't know,14,0,168,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,Agree nor disagree,2,Yes,Somewhat disagree,1,Demoter
Survey 2,R_h5Bp24xge94wptH,Farm 2,Man,0,19,High School,High School,Permanent,1,No,1,0,7,7,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
